Sample	tumor.purity	StromalScore	ImmuneScore	ESTIMATEScore	fit	lwr.p	upr.p
374	0.82	-661.2160988	1085.410816	424.1947171	0.785523664	0.54889769	1.022149638
375	0.77	196.3971484	228.0964999	424.4936483	0.785496509	0.548870557	1.022122462
376	0.83	-330.8440104	756.427146	425.5831355	0.785397528	0.548771652	1.022023404
377	0.82	-52.73855113	479.4305103	426.6919592	0.785296769	0.548670971	1.021922567
378	0.8	-734.1677571	1166.49721	432.3294529	0.784784168	0.548158767	1.021409569
379	0.79	-583.1006898	1015.782405	432.6817156	0.78475212	0.548126743	1.021377497
380	0.76	-161.5689929	596.9945066	435.4255138	0.784502424	0.547877239	1.021127608
381	0.83	-334.0655433	773.409068	439.3435247	0.784145649	0.547520739	1.020770559
382	0.88	-385.8784348	825.29499	439.4165552	0.784138996	0.547514091	1.020763901
383	0.67	43.55826535	402.0220718	445.5803371	0.783577188	0.546952713	1.020201663
384	0.93	-194.4796958	641.2566302	446.7769344	0.783468048	0.546843657	1.02009244
385	0.88	108.8222025	350.2624565	459.084659	0.782344074	0.545720535	1.018967612
386	0.9	-1867.882433	2340.604639	472.7222061	0.781095674	0.544473073	1.017718275
387	0.86	-357.1582645	833.2639594	476.1056949	0.78078546	0.544163091	1.017407829
388	0.76	-256.1387015	732.3206985	476.181997	0.780778462	0.544156098	1.017400826
389	0.95	-209.8030126	687.1111409	477.3081283	0.780675169	0.544052882	1.017297456
390	0.65	-105.0795723	583.8541949	478.7746226	0.780540624	0.543918437	1.017162812
391	0.69	-91.91131132	576.0084672	484.0971559	0.780052001	0.543430176	1.016673826
392	0.8	-66.31026888	555.2809133	488.9706444	0.779604184	0.542982689	1.016225679
393	0.62	92.23168585	401.5015045	493.7331904	0.779166175	0.542545002	1.015787349
394	0.91	-98.76812217	593.468705	494.7005828	0.779077158	0.542456051	1.015698266
395	0.6	-428.0390297	934.2291675	506.1901377	0.778018718	0.541398381	1.014639055
396	0.89	-89.82269982	609.297189	519.4744892	0.776792178	0.540172725	1.013411632
397	0.89	-216.1811812	742.480851	526.2996698	0.776160863	0.539541859	1.012779867
398	0.77	-409.2101012	942.9834985	533.7733974	0.775468665	0.538850151	1.012087179
399	0.74	-276.7111856	810.9095249	534.1983393	0.77542928	0.538810794	1.012047766
400	0.82	-192.5834296	734.7248139	542.1413842	0.774692535	0.538074566	1.011310504
401	0.84	-131.7222695	681.9350207	550.2127512	0.77394281	0.537325363	1.010560257
402	0.88	221.2310823	330.1369614	551.3680437	0.773835409	0.537218036	1.010452782
403	0.73	451.2951183	106.776709	558.0718273	0.773211759	0.536594817	1.009828701
404	0.73	-115.0608798	676.3458784	561.2849986	0.772912574	0.536295837	1.009529311
405	0.5	-35.78411685	602.4367724	566.6526555	0.772412396	0.535796001	1.009028792
406	0.69	-20.65374177	588.0094251	567.3556833	0.77234685	0.535730499	1.008963201
407	0.81	-508.0032999	1084.031306	576.0280064	0.771537617	0.534921814	1.00815342
408	0.71	-209.6860738	786.7607807	577.0747069	0.771439863	0.534824126	1.0080556
409	0.79	-111.3128176	690.2503978	578.9375802	0.771265839	0.534650219	1.007881459
410	0.62	200.1761798	385.2184421	585.3946219	0.770662194	0.534046978	1.00727741
411	0.89	-185.3252444	777.2719197	591.9466753	0.77004896	0.533434151	1.006663769
412	0.78	-499.6077691	1094.719669	595.1119001	0.769752458	0.533137845	1.006367071
413	0.9	0.269723831	596.8433066	597.1130304	0.769564916	0.532950427	1.006179406
414	0.75	125.7360531	475.4401033	601.1761565	0.769183925	0.532569685	1.005798165
415	0.79	-292.6066845	894.1042402	601.4975557	0.769153777	0.532539557	1.005767997
416	0.81	-18.68458877	624.8079523	606.1233635	0.768719666	0.532105729	1.005333604
417	0.74	-196.1062604	802.8150084	606.7087481	0.768664706	0.532050804	1.005278607
418	0.8	19.24975309	589.819668	609.0694211	0.768443008	0.53182925	1.005056766
419	0.6	-36.3360976	649.2471171	612.9110195	0.768082035	0.531468511	1.00469556
420	0.87	218.777141	395.6603049	614.4374459	0.767938538	0.531325106	1.00455197
421	0.92	216.1894652	400.387025	616.5764902	0.767737385	0.531124082	1.004350687
422	0.6	-334.7458396	954.7499977	620.004158	0.767414892	0.530801796	1.004027989
423	0.73	-190.0853059	812.2803297	622.1950238	0.767208663	0.530595698	1.003821628
424	0.82	-545.5396859	1168.818192	623.2785061	0.767106644	0.530493744	1.003719544
425	0.91	-30.79753482	655.1455537	624.3480189	0.767005921	0.530393086	1.003618757
426	0.75	-434.303979	1063.594457	629.2904783	0.766540213	0.529927672	1.003152754
427	0.88	-184.696622	820.0425006	635.3458786	0.765969087	0.529356905	1.002581269
428	0.87	-458.6461182	1101.930281	643.284163	0.765219457	0.528607742	1.001831172
429	0.28	222.5690645	421.172507	643.7415715	0.765176231	0.528564543	1.001787919
430	0.91	20.4253914	623.8331036	644.258495	0.765127377	0.528515719	1.001739035
431	0.84	-243.5360922	888.120758	644.5846657	0.765096549	0.52848491	1.001708187
432	0.59	163.9247077	481.004187	644.9288947	0.765064011	0.528452393	1.00167563
433	0.69	-214.252257	861.8427092	647.5904522	0.76481237	0.528200906	1.001423833
434	0.69	-317.7838487	967.9130926	650.129244	0.764572226	0.52796091	1.001183542
435	0.92	-330.1846636	981.3206977	651.1360341	0.764476965	0.527865707	1.001088222
436	0.82	-105.770279	762.3404087	656.5701297	0.763962509	0.527351565	1.000573452
437	0.57	-82.24240773	745.1251817	662.882774	0.763364269	0.526753687	0.99997485
438	0.75	215.0189207	463.8634558	678.8823765	0.761845075	0.525235398	0.998454752
439	0.77	246.07807	433.942018	680.020088	0.761736887	0.525127274	0.9983465
440	0.49	-291.6167439	976.6099673	684.9932234	0.761263729	0.524654392	0.997873065
441	0.91	-152.3403436	842.6077948	690.2674512	0.76076148	0.524152436	0.997370525
442	0.77	-130.3764447	828.1068769	697.7304322	0.760050025	0.523441389	0.99665866
443	0.79	4.184643086	697.2470978	701.4317409	0.759696836	0.523088401	0.99630527
444	0.68	391.1343309	314.5157158	705.6500466	0.75929404	0.522685834	0.995902247
445	0.85	25.24869567	682.8719689	708.1206646	0.759057992	0.522449918	0.995666065
446	0.81	152.8729653	555.7898339	708.6627991	0.759006182	0.522398137	0.995614226
447	0.48	-367.3854448	1076.927099	709.5416542	0.758922182	0.522314185	0.995530179
448	0.82	508.4163106	202.3522239	710.7685344	0.758804897	0.522196966	0.995412829
449	0.67	13.41064975	702.2938956	715.7045453	0.758332787	0.521725119	0.994940456
450	0.8	-403.6970696	1121.682622	717.9855519	0.758114483	0.521506936	0.994722031
451	0.49	290.3301706	428.7084203	719.0385908	0.758013674	0.521406182	0.994621166
452	0.84	-211.5800896	931.4793515	719.8992619	0.757931266	0.521323819	0.994538713
453	0.8	-71.40129497	793.3145717	721.9132767	0.757738381	0.521131041	0.994345722
454	0.9	-81.90239725	806.3524381	724.4500409	0.757495337	0.52088813	0.994102545
455	0.35	52.66295561	675.9436563	728.6066119	0.757096875	0.520489885	0.993703866
456	0.71	208.7566829	522.1139937	730.8706766	0.756879716	0.520272844	0.993486589
457	0.85	-249.0244074	982.3970454	733.3726379	0.756639642	0.520032899	0.993246385
458	0.87	-401.8500496	1136.072402	734.2223527	0.756558085	0.519951386	0.993164784
459	0.8	100.172519	641.8145506	741.9870696	0.755812269	0.519205968	0.992418571
460	0.87	-109.9262745	853.9454351	744.0191606	0.755616921	0.519010722	0.992223119
461	0.77	-101.8495558	847.7950734	745.9455176	0.755431675	0.518825574	0.992037775
462	0.78	307.3152869	441.223888	748.5391749	0.755182163	0.518576193	0.991788133
463	0.86	46.85876423	705.8499027	752.7086669	0.754780825	0.518175065	0.991386586
464	0.86	-134.3098101	887.7417399	753.4319298	0.754711178	0.518105454	0.991316903
465	0.75	-94.45455345	853.6271374	759.1725839	0.754158077	0.517552638	0.990763516
466	0.94	-4.465870283	765.4275533	760.961683	0.753985592	0.517380241	0.990590942
467	0.78	-125.7749829	888.1823258	762.4073429	0.753846179	0.517240899	0.990451458
468	0.82	34.22281886	731.963927	766.1867459	0.753481549	0.516876455	0.990086644
469	0.82	91.206434	684.9657593	776.1721933	0.752517058	0.515912448	0.989121669
470	0.89	-382.0117165	1166.665776	784.6540599	0.751696528	0.51509232	0.988300735
471	0.89	-36.50058459	824.8134399	788.3128554	0.751342218	0.514738183	0.987946253
472	0.79	-310.7449122	1100.023017	789.2781047	0.751248709	0.514644719	0.987852699
473	0.85	0.705598147	790.0469424	790.7525405	0.751105844	0.514501923	0.987709765
474	0.81	286.8829137	503.9602873	790.8432009	0.751097058	0.514493142	0.987700975
475	0.76	-18.07094799	809.283479	791.212531	0.751061266	0.514457366	0.987665166
476	0.65	-34.38698352	830.2653395	795.8783559	0.750608905	0.514005222	0.987212588
477	0.82	-64.71826818	864.7862365	800.0679684	0.750202413	0.513598923	0.986805904
478	0.66	-98.01642094	898.9148494	800.8984284	0.750121805	0.513518353	0.986725258
479	0.93	4.717961407	801.0643882	805.7823496	0.749647526	0.513044295	0.986250756
480	0.74	575.6278152	235.4721153	811.0999305	0.749130695	0.512527704	0.985733686
481	0.88	-299.8945131	1111.094569	811.2000555	0.749120959	0.512517973	0.985723946
482	0.73	737.8560285	84.4323119	822.2883403	0.748041772	0.511439276	0.984644268
483	0.71	-36.7317777	869.5858859	832.8541082	0.747011596	0.510409556	0.983613636
484	0.81	172.1818913	662.1876469	834.3695382	0.746863692	0.510261717	0.983465667
485	0.61	446.1680656	390.5273311	836.6953967	0.74663662	0.510034743	0.983238496
486	0.79	-425.5731135	1263.4253	837.852187	0.746523651	0.509921823	0.983125478
487	0.86	-13.01547174	856.7244131	843.7089413	0.745951364	0.509349782	0.982552947
488	0.84	148.5831669	696.4336104	845.0167773	0.745823495	0.509221968	0.982425023
489	0.79	190.9391618	658.0873565	849.0265183	0.745431286	0.508829923	0.982032648
490	0.82	-1.412164157	851.2819178	849.8697536	0.745348773	0.508747445	0.9819501
491	0.68	129.8652435	720.2881282	850.1533718	0.745321017	0.508719701	0.981922333
492	0.83	-274.861445	1127.69404	852.8325954	0.745058759	0.508457552	0.981659965
493	0.79	144.1312713	711.8063364	855.9376077	0.744754677	0.508153596	0.981355758
494	0.85	70.75018295	787.1689767	857.9191596	0.744560538	0.507959537	0.981161539
495	0.78	71.37813893	792.7909725	864.1691115	0.743947797	0.507347046	0.980548549
496	0.76	188.0867229	676.8320196	864.9187425	0.743874262	0.50727354	0.980474984
497	0.7	168.7112801	699.0673891	867.7786693	0.743593634	0.506993024	0.980194243
498	0.72	-183.1276754	1059.625899	876.498224	0.742737225	0.506136953	0.979337497
499	0.77	-338.5579535	1215.318895	876.7609416	0.742711403	0.506111141	0.979311664
500	0.53	-152.0195658	1032.334413	880.3148472	0.742361984	0.505761858	0.978962111
501	0.85	-406.2908589	1288.105805	881.8149465	0.742214435	0.505614365	0.978814505
502	0.89	32.16773044	849.7642588	881.9319893	0.742202921	0.505602855	0.978802986
503	0.81	-221.3897657	1115.049612	893.6598465	0.741048108	0.504448478	0.977647738
504	0.85	227.9833163	673.0651523	901.0484685	0.740319441	0.503720077	0.976918805
505	0.5	384.5059191	518.237048	902.7429671	0.740152207	0.503552903	0.97675151
506	0.73	-275.4745122	1195.554304	920.0797921	0.738438561	0.501839857	0.975037265
507	0.7	-26.37152888	947.5533694	921.1818405	0.738329468	0.501730801	0.974928135
508	0.82	117.2091093	804.8596611	922.0687704	0.738241656	0.501643019	0.974840293
509	0.74	-88.52405341	1011.909877	923.3858235	0.738111235	0.501512642	0.974709829
510	0.84	55.09622949	872.785066	927.8812955	0.737665866	0.501067421	0.974264311
511	0.9	203.8284506	725.147195	928.9756456	0.7375574	0.50095899	0.974155809
512	0.77	343.5306572	585.8676194	929.3982766	0.737515506	0.50091711	0.974113901
513	0.93	-143.0451637	1072.478643	929.4334796	0.737512016	0.500913621	0.97411041
514	0.63	80.73111989	849.5110983	930.2422182	0.73743184	0.500833472	0.974030208
515	0.79	181.9674326	751.2715203	933.2389529	0.73713466	0.500536389	0.973732931
516	0.57	99.60498416	838.7128221	938.3178063	0.736630677	0.500032567	0.973228786
517	0.77	7.147995119	933.1641033	940.3120984	0.736432667	0.499834621	0.973030714
518	0.87	261.6436087	681.1818959	942.8255047	0.736183027	0.499585058	0.972780995
519	0.76	-183.6489525	1139.61229	955.9633372	0.734876498	0.498278929	0.971474068
520	0.85	-213.9371072	1170.465069	956.527962	0.734820286	0.498222733	0.971417839
521	0.71	424.8680173	536.3200081	961.1880254	0.734356155	0.497758738	0.970953572
522	0.73	-248.2870774	1211.118998	962.8319209	0.734192345	0.497594975	0.970789714
523	0.82	-396.4632327	1360.770957	964.3077244	0.734045248	0.497447921	0.970642575
524	0.81	-378.1369987	1343.212445	965.0754467	0.733968714	0.497371409	0.970566019
525	0.67	172.1238407	795.0935255	967.2173662	0.733755137	0.497157892	0.970352381
526	0.76	43.39921575	924.2617664	967.6609822	0.733710893	0.497113661	0.970308125
527	0.77	132.2054441	835.9180131	968.1234572	0.733664766	0.497067547	0.970261984
528	0.89	-112.8020758	1085.092383	972.2903072	0.733249009	0.496651907	0.969846112
529	0.72	29.7881456	943.8346661	973.6228117	0.733115998	0.496518932	0.969713063
530	0.57	257.6592964	721.0361684	978.6954648	0.732609386	0.496012458	0.969206313
531	0.8	201.8506899	781.3112026	983.1618925	0.732162982	0.495566173	0.968759791
532	0.85	257.5639352	727.8249415	985.3888767	0.731940285	0.495343535	0.968537035
533	0.8	-45.57226737	1031.79896	986.2266926	0.731856484	0.495259755	0.968453212
534	0.84	-109.2243175	1100.807476	991.5831589	0.73132045	0.494723859	0.967917041
535	0.74	-418.0441765	1417.649526	999.6053492	0.730516806	0.493920414	0.967113197
536	0.92	-29.45595236	1037.744739	1008.288786	0.729645777	0.493049593	0.966241962
537	0.77	93.96223892	920.4450926	1014.407332	0.729031319	0.492435275	0.965627363
538	0.77	-698.3060791	1715.26487	1016.958791	0.728774914	0.492178927	0.965370901
539	0.77	233.4724327	785.2077371	1018.68017	0.728601868	0.49200592	0.965197817
540	0.79	37.98482235	983.1835313	1021.168354	0.728351656	0.491755762	0.96494755
541	0.77	501.4549766	521.9955158	1023.450492	0.728122078	0.491526233	0.964717923
542	0.86	153.1399583	871.2555602	1024.395519	0.728026987	0.491431162	0.964622812
543	0.74	78.30785046	951.5553853	1029.863236	0.727476534	0.490880824	0.964072244
544	0.7	-108.0083442	1141.560955	1033.552611	0.727104848	0.490509213	0.963700483
545	0.73	152.0428422	883.1656898	1035.208532	0.726937953	0.490342351	0.963533555
546	0.84	194.0619448	846.7782452	1040.84019	0.726370034	0.489774542	0.962965526
547	0.85	-63.60623879	1118.96681	1055.360571	0.724903452	0.488308226	0.961498678
548	0.76	-397.6229962	1455.302455	1057.679459	0.724668936	0.488073749	0.961264122
549	0.82	74.63969724	984.4155686	1059.055266	0.724529756	0.487934593	0.961124919
550	0.9	81.51984732	977.9154181	1059.435265	0.724491309	0.487896153	0.961086466
551	0.91	-31.36312663	1094.406117	1063.04299	0.724126183	0.487531086	0.96072128
552	0.59	36.97194781	1027.141728	1064.113676	0.724017783	0.487422704	0.960612862
553	0.86	28.94127897	1040.957255	1069.898534	0.723431795	0.486836807	0.960026783
554	0.86	98.51599703	981.7551076	1080.271105	0.722379781	0.485784946	0.958974616
555	0.89	-394.9506552	1481.741685	1086.79103	0.721717655	0.485122909	0.958312401
556	0.65	191.5914856	895.2325637	1086.824049	0.7217143	0.485119554	0.958309046
557	0.42	833.3345001	255.6908564	1089.025356	0.721490598	0.48489588	0.958085315
558	0.79	-335.1590624	1426.038878	1090.879815	0.721302084	0.484707391	0.957896778
559	0.78	161.422615	931.1879967	1092.610612	0.721126094	0.484531422	0.957720766
560	0.86	-66.5821947	1160.981312	1094.399117	0.720944186	0.484349536	0.957538836
561	0.67	-43.60316973	1138.763735	1095.160566	0.720866725	0.484272084	0.957461365
562	0.47	-199.948264	1297.704954	1097.75669	0.720602556	0.484007945	0.957197166
563	0.92	-0.024919296	1104.558062	1104.533142	0.719912524	0.483317989	0.956507058
564	0.86	-76.40186833	1187.229364	1110.827495	0.719270945	0.482676475	0.955865414
565	0.81	-275.3197215	1386.412737	1111.093015	0.719243867	0.4826494	0.955838334
566	0.85	-143.988445	1258.317445	1114.329	0.718913773	0.482319337	0.955508209
567	0.79	-211.043952	1325.391598	1114.347646	0.71891187	0.482317435	0.955506306
568	0.77	226.5400359	906.8294791	1133.369515	0.71696822	0.480373937	0.953562502
569	0.57	36.50902545	1097.761474	1134.2705	0.716876018	0.480281742	0.953470295
570	0.78	138.1033897	1000.96694	1139.07033	0.716384622	0.479790376	0.952978868
571	0.77	399.1821403	740.0901304	1139.272271	0.71636394	0.479769695	0.952958185
572	0.77	-59.67614886	1205.799081	1146.122932	0.715661947	0.479067738	0.952256155
573	0.72	254.7503969	892.6746716	1147.425068	0.715528434	0.478934232	0.952122636
574	0.48	898.3665493	250.7314694	1149.098019	0.715356862	0.478762667	0.951951056
575	0.54	-283.5424549	1438.541971	1154.999516	0.714751279	0.478157108	0.95134545
576	0.86	275.773722	887.007522	1162.781244	0.713951937	0.47735779	0.950546084
577	0.83	281.8168364	884.7517404	1166.568577	0.713562563	0.476968424	0.950156702
578	0.77	38.32722676	1128.970384	1167.29761	0.713487587	0.476893449	0.950081724
579	0.58	290.0265162	877.4729272	1167.499443	0.713466828	0.476872691	0.950060965
580	0.56	-57.59127428	1227.43622	1169.844946	0.713225544	0.47663141	0.949819677
581	0.71	46.80546243	1127.747635	1174.553097	0.712740957	0.476146829	0.949335086
582	0.67	-9.975157031	1186.89231	1176.917153	0.712497508	0.475903381	0.949091635
583	0.82	350.2469318	828.1695509	1178.416483	0.712343064	0.475748937	0.948937191
584	0.62	492.7184568	687.4748745	1180.193331	0.712159988	0.475565861	0.948754114
585	0.83	399.4698433	781.3044749	1180.774318	0.712100116	0.475505989	0.948694243
586	0.72	-225.3750325	1408.527878	1183.152845	0.711854949	0.475260821	0.948449077
587	0.79	-72.60620307	1256.70277	1184.096567	0.711757651	0.475163523	0.948351779
588	0.7	-406.2019531	1597.934114	1191.73216	0.710969916	0.474375778	0.947564054
589	0.85	218.6344186	974.1996468	1192.834065	0.710856163	0.474262022	0.947450303
590	0.74	617.3473105	575.6784461	1193.025757	0.710836372	0.474242231	0.947430512
591	0.78	136.0626715	1070.171357	1206.234029	0.709471355	0.472877174	0.946065536
592	0.58	24.01167432	1195.075505	1219.087179	0.708140478	0.471546232	0.944734724
593	0.73	-6.008363031	1225.926172	1219.917809	0.708054384	0.471460133	0.944648635
594	0.67	536.7634649	685.5264833	1222.289948	0.707808455	0.471214189	0.944402721
595	0.89	170.6072697	1053.755505	1224.362775	0.707593487	0.470999208	0.944187767
596	0.87	196.8871556	1028.349736	1225.236892	0.707502815	0.470908529	0.944097101
597	0.83	282.8830268	943.5702865	1226.453313	0.707376616	0.470782322	0.943970911
598	0.71	26.81688878	1204.795646	1231.612535	0.706841117	0.470246783	0.943435451
599	0.62	136.2007391	1097.200727	1233.401466	0.706655341	0.470060993	0.943249689
600	0.79	165.8383882	1076.039989	1241.878377	0.705774373	0.469179949	0.942368797
601	0.8	-92.76778456	1342.990631	1250.222846	0.704906101	0.468311592	0.941500611
602	0.61	121.9213316	1135.17906	1257.100392	0.704189673	0.467595085	0.940784262
603	0.82	78.0255896	1183.328148	1261.353737	0.703746247	0.467151605	0.940340889
604	0.52	300.4609588	963.1333356	1263.594294	0.703512551	0.46691788	0.940107221
605	0.57	-456.8253506	1729.493617	1272.668266	0.702565332	0.465970536	0.939160128
606	0.86	136.8937316	1137.998812	1274.892544	0.702332952	0.465738124	0.938927781
607	0.77	81.27425705	1197.991981	1279.266238	0.701875796	0.465280901	0.938470692
608	0.48	7.996409248	1271.965545	1279.961954	0.701803051	0.465208144	0.938397957
609	0.76	9.171854212	1281.794759	1290.966613	0.700651404	0.464056314	0.937246494
610	0.81	238.0088411	1053.441821	1291.450662	0.700600706	0.464005608	0.937195805
611	0.69	100.6722584	1191.279436	1291.951694	0.700548226	0.463953118	0.937143333
612	0.67	83.17815522	1213.752903	1296.931059	0.700026456	0.463431258	0.936621654
613	0.52	250.2926928	1054.761879	1305.054572	0.699174421	0.462579066	0.935769775
614	0.73	142.0811801	1164.587597	1306.668777	0.699004996	0.462409609	0.935600383
615	0.72	200.8915398	1109.807369	1310.698909	0.698581828	0.461986359	0.935177298
616	0.85	120.6267764	1190.126655	1310.753432	0.698576102	0.461980631	0.935171572
617	0.82	-48.92960835	1364.108815	1315.179206	0.698111106	0.461515541	0.93470667
618	0.75	-54.46208939	1372.921194	1318.459105	0.697766311	0.461170675	0.934361948
619	0.64	857.5841811	463.4193369	1321.003518	0.697498723	0.460903029	0.934094416
620	0.6	188.3141135	1133.453608	1321.767722	0.697418334	0.460822623	0.934014045
621	0.54	687.9511662	636.756573	1324.707739	0.697108986	0.460513207	0.933704765
622	0.79	595.0616405	740.2251506	1335.286791	0.695994786	0.459398751	0.93259082
623	0.8	805.7318718	530.7671418	1336.499014	0.695867005	0.45927094	0.93246307
624	0.85	461.7741736	875.689702	1337.463876	0.695765284	0.459169194	0.932361373
625	0.8	-12.27508676	1350.055331	1337.780244	0.695731927	0.459135829	0.932328025
626	0.67	459.7411054	880.0649412	1339.806047	0.695518299	0.45892215	0.932114449
627	0.77	61.35580984	1278.464145	1339.819954	0.695516833	0.458920683	0.932112983
628	0.79	35.3827859	1316.653646	1352.036432	0.694227259	0.45763078	0.930823738
629	0.81	64.52318064	1289.049547	1353.572727	0.694064929	0.457468407	0.930661452
630	0.5	-41.55146056	1413.535475	1371.984015	0.692116791	0.455519718	0.928713864
631	0.73	-135.2771415	1508.968892	1373.691751	0.691935836	0.455338709	0.928532963
632	0.79	65.49296183	1310.441937	1375.934899	0.69169808	0.455100882	0.928295279
633	0.84	89.04500784	1287.050173	1376.095181	0.691681089	0.455083885	0.928278293
634	0.42	817.0480454	574.1887192	1391.236765	0.69007421	0.453476497	0.926671923
635	0.56	-105.8573531	1497.17054	1391.313187	0.690066091	0.453468375	0.926663807
636	0.4	217.3016791	1177.093312	1394.394991	0.689738618	0.453140793	0.926336442
637	0.69	374.7091215	1022.555462	1397.264583	0.689433567	0.45283564	0.926031494
638	0.78	577.8838487	820.520076	1398.403925	0.689312416	0.452714447	0.925910385
639	0.32	-64.98468335	1466.367859	1401.383176	0.688995528	0.452397451	0.925593606
640	0.82	270.2316981	1134.768351	1405.000049	0.688610643	0.452012431	0.925208855
641	0.92	359.8608926	1048.702406	1408.563298	0.688231274	0.451632927	0.924829621
642	0.73	382.3596826	1027.346462	1409.706145	0.688109559	0.451511168	0.924707949
643	0.62	190.6506486	1230.686111	1421.33676	0.686869774	0.450270925	0.923468623
644	0.81	368.9659583	1062.914842	1431.8808	0.685744085	0.449144798	0.922343371
645	0.6	1128.776437	305.3544762	1434.130913	0.685503648	0.448904265	0.922103031
646	0.74	99.47842806	1335.69917	1435.177598	0.685391779	0.448792351	0.921991207
647	0.79	306.5044436	1129.844972	1436.349416	0.685266516	0.448667037	0.921865995
648	0.74	-50.89041901	1505.227638	1454.337219	0.683341149	0.446740861	0.919941438
649	0.75	175.8035771	1279.70588	1455.509457	0.68321551	0.446615167	0.919815854
650	0.33	173.3813983	1283.858248	1457.239646	0.683030034	0.446429609	0.919630459
651	0.71	413.147522	1050.550352	1463.697874	0.682337324	0.44573659	0.918938058
652	0.9	949.9997649	533.0674598	1483.067225	0.68025609	0.443654379	0.9168578
653	0.78	-33.72824973	1520.418526	1486.690276	0.679866182	0.443264281	0.916468083
654	0.6	304.9554831	1185.413692	1490.369176	0.679470068	0.442867971	0.916072165
655	0.68	-185.1212262	1677.064718	1491.943491	0.679300498	0.442698316	0.91590268
656	0.74	411.3459798	1084.234071	1495.58005	0.678908664	0.442306284	0.915511043
657	0.32	224.902201	1271.981239	1496.88344	0.678768178	0.442165727	0.915370629
658	0.59	696.4957854	803.9515008	1500.447286	0.678383923	0.441781275	0.914986571
659	0.66	88.24354529	1413.121907	1501.365452	0.678284896	0.441682196	0.914887596
660	0.71	423.9764704	1085.945386	1509.921856	0.677361469	0.440758285	0.913964654
661	0.64	72.01668449	1445.116109	1517.132794	0.676582419	0.439978814	0.913186024
662	0.66	356.9533674	1160.377283	1517.33065	0.676561032	0.439957415	0.913164649
663	0.38	-100.7288591	1619.521802	1518.792943	0.676402953	0.43979925	0.913006657
664	0.55	161.5740753	1366.03671	1527.610786	0.675449054	0.438844819	0.912053288
665	0.63	140.1100463	1391.600626	1531.710673	0.675005149	0.438400662	0.911609636
666	0.34	-165.5876929	1698.402472	1532.814779	0.674885563	0.438281008	0.911490118
667	0.73	607.2582895	926.4280055	1533.686295	0.674791156	0.438186547	0.911395766
668	0.56	383.9574574	1152.003758	1535.961215	0.674544675	0.437939923	0.911149426
669	0.68	36.34828737	1500.692624	1537.040911	0.674427666	0.437822846	0.911032486
670	0.58	959.8989338	577.8752533	1537.774187	0.67434819	0.437743324	0.910953056
671	0.39	250.3210805	1291.164986	1541.486066	0.673945758	0.437340656	0.91055086
672	0.68	-228.5403467	1775.155155	1546.614808	0.673389384	0.436783952	0.909994817
673	0.76	298.9999545	1249.51084	1548.510794	0.673183608	0.436578052	0.909789164
674	0.5	1042.398011	514.5763237	1556.974335	0.672264404	0.435658287	0.90887052
675	0.94	134.1759086	1425.021713	1559.197622	0.672022766	0.4354165	0.908629032
676	0.61	171.8464199	1387.46805	1559.31447	0.672010064	0.43540379	0.908616338
677	0.5	301.5640971	1259.431651	1560.995748	0.671827284	0.435220896	0.908433672
678	0.81	335.9233728	1226.81798	1562.741353	0.671637467	0.435030961	0.908243974
679	0.47	721.7163879	841.5651842	1563.281572	0.671578715	0.434972172	0.908185259
680	0.57	471.6515573	1091.79643	1563.447988	0.671560616	0.43495406	0.908167171
681	0.59	643.4309983	923.0875305	1566.518529	0.671226587	0.434619821	0.907833353
682	0.7	364.9590128	1211.826759	1576.785772	0.670108677	0.433501191	0.906716164
683	0.72	-203.863203	1781.08486	1577.221657	0.670061184	0.433453666	0.906668701
684	0.36	175.9215088	1403.2166	1579.138108	0.669852337	0.433244683	0.906459992
685	0.61	1011.7533	569.5879809	1581.341281	0.66961218	0.433004367	0.906219993
686	0.78	475.8610486	1113.058362	1588.91941	0.66878559	0.432177224	0.905393955
687	0.65	1031.897853	561.4068656	1593.304719	0.66830688	0.431698189	0.904915572
688	0.57	179.064463	1417.926248	1596.990711	0.667904296	0.431295328	0.904513264
689	0.84	-94.52802196	1697.89898	1603.370958	0.667206982	0.430597528	0.903816436
690	0.52	370.1614089	1239.390643	1609.552052	0.666530877	0.429920944	0.90314081
691	0.68	150.7708642	1459.413236	1610.1841	0.666461711	0.429851728	0.903071693
692	0.85	255.0862224	1370.431981	1625.518204	0.664781916	0.428170708	0.901393124
693	0.65	336.6382402	1289.084541	1625.722781	0.664759482	0.428148258	0.901370707
694	0.61	300.0555916	1326.380833	1626.436425	0.664681221	0.428069938	0.901292504
695	0.69	688.2430603	939.2291036	1627.472164	0.664567625	0.427956257	0.901178992
696	0.54	122.506593	1507.589906	1630.096499	0.664279727	0.427668143	0.900891311
697	0.84	322.3855557	1308.341758	1630.727314	0.66421051	0.427598874	0.900822146
698	0.84	485.0243344	1146.27139	1631.295725	0.664148136	0.427536453	0.900759819
699	0.73	257.9755191	1377.558347	1635.533866	0.663682918	0.427070882	0.900294954
700	0.45	221.2241263	1415.266539	1636.490666	0.663577855	0.426965739	0.900189971
701	0.81	63.69562413	1574.510862	1638.206486	0.663389414	0.426777154	0.900001675
702	0.75	194.2272636	1453.812855	1648.040118	0.662308619	0.425695518	0.89892172
703	0.67	392.8738899	1262.962712	1655.836602	0.661450742	0.42483696	0.898064524
